country,code,region,region_noHICgroup,incgroup2,incgroup3,incgroup4,fragile,survey,year,status,cohort,parent,child,obs,P1,P2,P3,P4,P5,C1,C2,C3,C4,C5,MEANp,MEANc,SDp,SDc,MLD_psu,CAT,YOS,DIF,MIX,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,CAT_ISCED5678,COR,BETA,MU050,BHQ4,Q4Q4,BHQ1,BHQ2,BHQ3,Q4BH,Q4child
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,dad,all,2397,.41524896,.26320595,.18575272,.019139547,.11665282,.30508292,.31089783,.18304363,.085765749,.11520987,4.9887996,6.9860973,5.100564,4.8901196,.30535635,.44563562,.55419105,2.8693609,.42937303,.57597142,.39741907,.24372418,.24054563,0,.33435428,.32055914,41.627808,.15553606,.42892307,.32075757,.29960659,.22409977,.30343211,.25051108
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,dad,daughter,1147,.40643185,.27698678,.19108003,.014783895,.11071744,.32964382,.36457813,.18266545,.048298974,.074813634,4.9593382,6.2665048,5.0084071,4.3283296,.51398653,.3989498,.5184598,2.1825886,.37314591,.57140845,.32116094,.16751975,.10643209,0,.28515711,.24643643,39.285011,.091271706,.26678893,.30643699,.36777937,.23451196,.38120478,.15250988
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,dad,son,1250,.42373565,.24994157,.18062507,.023331963,.12236577,.28144246,.2592293,.18340765,.12182839,.15409219,5.0171571,7.6787219,5.1896152,5.285676,.4185147,.49116823,.58858323,3.5391688,.48349294,.58018404,.47876167,.3213183,.32233965,0,.37852857,.38553521,42.171654,.21636905,.5777815,.33442271,.23498718,.21422106,.23185527,.34483954
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,max,all,1816,.51374835,.19824006,.13956466,.023698773,.12474813,.33749971,.31098181,.16854841,.078518085,.10445201,4.4331169,6.5749879,5.3285279,4.8664732,.30535635,.44820014,.55677104,3.0616393,.43368074,.55736417,.35937774,.21877697,.17581052,0,.36732242,.33547065,41.417442,.14985797,.47498709,.33371744,.3013773,.21504728,.27561131,.25033388
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,max,daughter,881,.4888044,.23192795,.13957387,.020442519,.11925127,.35409373,.35042751,.17311949,.050454494,.071904786,4.4837217,6.0633059,5.216567,4.3542075,.51398653,.41579008,.54354811,2.5533543,.38865456,.54791123,.33629191,.1320653,.095722206,0,.31682926,.26445371,39.468441,.079384357,.33413669,.30264437,.39134336,.22662793,.34011164,.17131941
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,max,son,935,.53810972,.16533902,.13955568,.02687897,.1301166,.32129323,.27245745,.16408408,.1059262,.13623904,4.3836937,7.074719,5.4380345,5.2740145,.4185147,.4802486,.56968516,3.5642531,.47765526,.56575036,.39100483,.30347437,.23529817,0,.41351086,.40103868,43.34573,.21250159,.59687299,.36132449,.22143023,.20474368,.21977013,.32750282
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,mom,all,2019,.77988523,.16907385,.015794957,.030938923,.0043070568,.33196115,.30713144,.17216301,.085875079,.10286932,1.4682925,6.6624084,3.0007594,4.8546185,.30535635,.60176408,.7421025,5.2203307,.60204053,.61980563,.59588665,.34551871,.30992392,0,.30351338,.49102294,42.362175,.19050767,.42850599,.28386801,.28000954,.2456148,.30561578,.25041437
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,mom,daughter,971,.78365213,.16575611,.010420416,.034521107,.0056502311,.35209244,.35162547,.17177865,.053486411,.071017019,1.4808789,6.0927324,3.0644355,4.3614173,.51398653,.57111865,.75517112,4.6458173,.57056653,.59629345,.55900693,.067425877,.20983216,0,.29204586,.41565043,39.158016,.11715515,.30982649,.27228844,.35130244,.25925398,.35137853,.16495718
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1970,mom,son,1048,.77635795,.17218052,.020827545,.027584651,.0030493408,.31311071,.2654683,.1725229,.11620304,.13269503,1.4565068,7.1958394,2.9413106,5.2208052,.4185147,.63038486,.72986537,5.756887,.63151199,.64202875,.62913144,.47580141,.42721513,0,.32064757,.56914711,45.319199,.25857466,.52828568,.29460672,.21381116,.23300746,.26311013,.33043441
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,avg,all,2381,.29837164,.25374186,.27117997,.13223822,.044468306,.28082573,.23029616,.17782636,.11016245,.2008893,5.050262,7.9947186,4.1818519,5.3927956,.24813497,.43692592,.67352992,3.1537347,.44048756,.50431871,.38641262,.41173172,.43345791,0,.45661852,.58884209,37.99472,.10731737,.48471427,.38638812,.29036659,.2159279,.21642268,.25049427
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,avg,daughter,1154,.24671958,.26082513,.30941916,.1412814,.0417547,.27686802,.2372109,.1773959,.10928922,.19923596,5.4336519,8.0365477,4.0382094,5.3196278,.38003471,.41564032,.67384762,2.7460358,.41856751,.47541204,.3493171,.39108729,.48747635,0,.48560631,.63970059,35.184002,.093625911,.49042827,.36129299,.33628803,.2067994,.19977488,.24236059
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,avg,son,1227,.34945199,.24673697,.23336402,.12329512,.047151878,.28473961,.22345795,.17825207,.11102602,.20252433,4.6711149,7.9533525,4.2872834,5.4660993,.30060312,.45809513,.67321569,3.5592051,.462165,.5245015,.42519221,.43880138,.37224433,0,.43277952,.55177498,38.053349,.13133688,.50092125,.38637629,.25897998,.22330685,.23681426,.25853795
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,dad,all,3212,.25837445,.20634133,.30827856,.04773239,.17927329,.25974575,.25378314,.18855189,.10879724,.18912202,7.1382914,8.0666008,5.2619843,5.2506666,.24813497,.39279181,.48386163,2.0145626,.3990353,.52806252,.36292228,.32829037,.20627756,0,.38229814,.38147587,40.277317,.14300989,.44951445,.35746473,.29214281,.20738259,.28539425,.25035965
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,dad,daughter,1578,.22297384,.20121694,.33763099,.049107596,.18907064,.26360077,.26565227,.19324286,.099753648,.17775047,7.5329218,7.9328451,5.1461287,5.1416664,.38003471,.35977384,.44819164,1.5252416,.36608377,.51540124,.32757437,.29625842,.22177128,0,.36869106,.36837134,36.96241,.1210935,.41499007,.36225849,.30534226,.20848611,.29688373,.22999258
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,dad,son,1634,.29536551,.21169592,.27760738,.046295401,.16903576,.25571752,.24138072,.18365015,.11824714,.20100449,6.7259312,8.2063656,5.3509955,5.3602672,.30060312,.42646134,.52102095,2.51354,.43346727,.53805006,.39802998,.36899847,.18910429,0,.40182185,.40251812,40.068451,.15614103,.48932424,.35633454,.28031486,.20637752,.27211821,.27164179
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,max,all,2381,.29837164,.16452476,.28176492,.058068652,.19727002,.28082573,.23029616,.17782636,.11016245,.2008893,7.1426468,7.9947186,5.5207915,5.3927956,.24813497,.40400162,.47802258,2.0180779,.41199198,.50431871,.3467223,.37058815,.21296647,0,.42003754,.41029924,39.238453,.11684798,.46831775,.37156108,.31041676,.20117417,.2684471,.25043404
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,max,daughter,1154,.24671958,.16900039,.31451166,.064888164,.20488021,.27686802,.2372109,.1773959,.10928922,.19923596,7.6629033,8.0365477,5.31569,5.3196278,.38003471,.38063183,.45997959,1.506623,.3906005,.47541204,.3408865,.34394413,.3015967,0,.42813,.42844716,36.086861,.092351124,.46490178,.34802994,.34599194,.19567162,.25763682,.24159841
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,max,son,1227,.34945199,.16009867,.24938065,.051324617,.18974407,.28473961,.22345795,.17825207,.11102602,.20252433,6.6281486,7.9533525,5.6718354,5.4660993,.30060312,.42668104,.4958277,2.5144234,.43314669,.5245015,.35281441,.40381888,.10215411,0,.41505545,.40000004,38.218826,.12550972,.4811846,.37610531,.28150073,.20563158,.28032351,.25917187
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,mom,all,2746,.52973175,.3541739,.055427916,.053249408,.0074170446,.27113894,.24502893,.18107381,.10564423,.19711408,3.2383049,8.009059,3.7901864,5.3129277,.24813497,.59575945,.73300499,4.8391051,.59487498,.59008664,.63746995,.53859115,.43427393,0,.38057411,.53347319,38.320618,.12674619,.43136364,.3854959,.28050464,.20725326,.28505814,.25046676
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,mom,daughter,1335,.49316618,.38373896,.063530788,.053989269,.0055748033,.26856908,.25599751,.17888115,.099163093,.19738917,3.4793646,8.034338,3.7669601,5.2385449,.38003471,.58566588,.7392047,4.5917497,.58593863,.57635421,.63200051,.5157662,.42364463,0,.43503809,.60498828,35.865715,.093432993,.42716211,.39290884,.32621998,.1874382,.26253656,.24252184
Gabon,GAB,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Upper middle income,No,EGEP,2017,Retrospective question,1980,mom,son,1411,.56582922,.32498729,.047428757,.052519016,.0092357052,.27367592,.23420076,.18323843,.11204239,.19684251,3.0003307,7.9841032,3.7993579,5.3871312,.30060312,.60576057,.72688466,5.0841966,.60369694,.60190237,.64384556,.56877387,.44506094,0,.32968512,.46746239,40.469261,.15476976,.43658784,.37927142,.24199446,.22396435,.3117432,.25830999
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,avg,all,1040,0,.74779034,.10673162,.087608255,.057869773,0,.35317335,.15692186,.19328249,.29662231,7.4313517,12.467731,3.008914,3.4709301,.66980243,.58501959,.92202801,5.374639,.59433472,,.5656358,.64326155,.67951691,0,.37233675,.42950875,44.016155,.16649564,.50356889,.30714494,.28699636,.23936307,.22547385,.25057572
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,avg,daughter,553,0,.74769175,.099223837,.095455527,.05762887,0,.41710225,.16511874,.13389893,.28388008,7.4668465,12.226269,2.9795372,3.1787999,.82213134,.52178073,.90913951,5.0977674,.53157175,,.49192435,.56993067,.70559144,0,.39311281,.41940302,43.624599,.13429886,.48395497,.30074584,.3007904,.26416489,.25559491,.2234754
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,avg,son,487,0,.74789256,.11451689,.079470955,.05811958,0,.28688172,.14842203,.25486082,.30983543,7.3945451,12.718117,3.0415843,3.7366579,.75748056,.65062988,.93540937,5.6618938,.65941733,,.6420511,.70914781,.64704037,0,.3594982,.44165197,44.92366,.1973152,.52310491,.3142727,.27191257,.21354896,.19435823,.27867764
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,dad,all,1113,.0092994673,.76700073,.030969258,.1026451,.090085417,0,.35067603,.1550764,.19800411,.29624346,7.8231254,12.482573,3.9010637,3.4873362,.66980243,.56283414,.87167317,5.3323269,.57679141,1,.58018249,.5677017,.39212635,0,.32312706,.28885782,45.175468,.17761636,.46005464,.29514846,.28523514,.24200004,.26551867,.2505894
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,dad,daughter,589,.0049006147,.77514249,.032540917,.090310022,.097105958,0,.40368032,.16288748,.14454731,.28888491,7.8249087,12.275515,3.8484218,3.2198341,.82213134,.51148576,.86338806,5.152288,.53259814,1,.51788819,.5986203,.39862746,0,.37864119,.31679526,44.260616,.15060639,.4765622,.28204206,.29657876,.27077278,.26394653,.22980554
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,dad,son,524,.013831913,.75861174,.029349867,.11535478,.082851671,0,.29606202,.14702809,.25308439,.3038255,7.8212881,12.695918,3.9581149,3.7340395,.75748056,.61491972,.88033593,5.5149503,.62232685,1,.64576733,.53238034,.38688213,0,.27739272,.26168907,45.796677,.20545296,.44334322,.30826271,.27365988,.21262445,.26711825,.27200443
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,max,all,1040,0,.74779034,.035725445,.093136936,.12334727,0,.35317335,.15692186,.19328249,.29662231,8.1966953,12.467731,4.1506829,3.4709301,.66980243,.54220796,.86573267,5.1336474,.56685621,,.5656358,.64768738,.31364739,0,.36446661,.30477831,44.087158,.16647123,.5024634,.30144486,.28882656,.24325736,.2261868,.25067446
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,max,daughter,553,0,.74769175,.034507044,.087085925,.13071527,0,.41710225,.16511874,.13389893,.28388008,8.2240458,12.226269,4.1836205,3.1787999,.82213134,.47649112,.84540325,4.9602194,.50854534,,.49192435,.59647155,.29644528,0,.3818725,.29015449,43.273643,.14099492,.48021522,.29123843,.30177367,.26599297,.25375333,.22422169
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,max,son,487,0,.74789256,.03698888,.099411592,.11570695,0,.28688172,.14842203,.25486082,.30983543,8.168334,12.718117,4.1201782,3.7366579,.75748056,.60919702,.8870098,5.3104334,.62732214,,.6420511,.69723266,.32927361,0,.35424304,.32126889,44.930511,.19259255,.52755713,.31199518,.27550402,.21990825,.19868518,.27810487
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,mom,all,1212,.0022180886,.83376008,.041592054,.047893856,.074535944,0,.34052536,.16697682,.19566947,.29682836,7.258966,12.483715,3.196727,3.4606717,.66980243,.60734951,.92980534,5.7373185,.61502802,1,.60761911,.71019119,.49516231,0,.32886377,.35601708,45.551952,.19711034,.42789689,.28263927,.27686784,.24338254,.30720514,.25062934
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,mom,daughter,657,.0023558892,.82710785,.041661762,.052746259,.076128267,0,.39746296,.17317395,.13780747,.29155561,7.3183298,12.316394,3.2760503,3.1855636,.82213134,.54656762,.91799986,5.5937223,.55351818,1,.53879768,.62652427,.58500135,0,.28893664,.280956,45.517986,.18013382,.39435011,.26352093,.29555121,.26079404,.32794547,.22990587
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1940,mom,son,555,.0020706658,.84087682,.041517477,.042702619,.072832428,0,.27961183,.16034697,.25757191,.30246928,7.1954565,12.662721,3.1111782,3.7271256,.75748056,.67214465,.94238049,5.8903956,.68083304,1,.68004066,.80001152,.37644434,0,.37366694,.4476451,45.571594,.21502277,.47472841,.30303442,.25703236,.22491045,.28330764,.27279988
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,avg,all,1042,.0023078099,.62597513,.17054497,.1142789,.086893201,.002566718,.23586534,.13620923,.24962518,.37573352,8.0971527,13.36324,3.4721808,3.5355971,.64447552,.66850215,.91504192,5.7540278,.68369263,.22431445,.64721233,.79624802,.60344708,0,.38605201,.39310291,41.739735,.1579255,.47389728,.31540307,.29841572,.22825569,.24403501,.25064826
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,avg,daughter,570,.003354535,.61774307,.17742991,.10370662,.097765841,.0048097749,.2635642,.14623865,.21180239,.37358499,8.1655245,13.150982,3.626997,3.451694,.81831467,.61795861,.90022957,5.5613947,.64231271,0,.59205949,.74417281,.57628137,0,.43037722,.40957588,39.208527,.10365874,.47352871,.32533219,.32747245,.24353662,.25693101,.2265965
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,avg,son,472,.001110048,.63539499,.16266654,.1263767,.0744517,0,.20416968,.12473262,.2929056,.3781921,8.0189142,13.606126,3.2880719,3.6175499,.81966966,.72488195,.93182582,5.968904,.73104346,1,.70857012,.86124563,.62895638,0,.33982518,.37387702,44.681271,.21844518,.47911602,.30418703,.26603699,.21133079,.22961539,.27817056
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,dad,all,1130,.0046420139,.67125374,.047951024,.14794785,.12820534,.002369812,.23313181,.13445508,.24557364,.38446966,8.6545525,13.384241,4.3149834,3.5268331,.64447552,.64767319,.84144634,5.65415,.65950739,.64394665,.67448199,.83800668,.46446761,0,.32006609,.26160464,43.402443,.16925333,.43262729,.30687106,.28704983,.23682576,.29535946,.25063446
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,dad,daughter,611,.0079828426,.66216391,.061078262,.13385467,.13492028,.0045431317,.25683856,.14816865,.21325362,.37719601,8.6477003,13.181367,4.3693423,3.4426694,.81831467,.61601132,.83854598,5.5216184,.63220757,.60307783,.62861496,.81992334,.46138814,0,.37808785,.297901,41.312809,.11942615,.4450947,.30925435,.32060519,.2507143,.27295813,.22646327
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,dad,son,519,.00099913625,.6811654,.033636935,.16331521,.12088329,0,.20728169,.11950167,.28081575,.39240089,8.6620235,13.605456,4.2589669,3.6065986,.81966966,.68164641,.84459203,5.7963567,.68927538,1,.72310066,.87381124,.4672198,0,.25951427,.21976312,45.824707,.22322471,.42546582,.30409086,.25077841,.22190604,.31842777,.27699098
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,max,all,1042,.0023078099,.62597513,.05953484,.1483589,.16382332,.002566718,.23586534,.13620923,.24962518,.37573352,9.0928383,13.36324,4.5142412,3.5355971,.64447552,.62755549,.8125971,5.3886728,.64232236,.22431445,.64721233,.86661708,.45495659,0,.36269251,.28406426,41.641415,.15567569,.47102442,.317054,.30051333,.22675699,.24645211,.25082496
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,max,daughter,570,.003354535,.61774307,.06865298,.14153089,.1687185,.0048097749,.2635642,.14623865,.21180239,.37358499,9.1274242,13.150982,4.5638466,3.451694,.81831467,.5843128,.80522931,5.1827679,.60821646,0,.59205949,.83038896,.44498473,0,.41264373,.3120876,39.497967,.1058383,.469136,.31848615,.33143783,.24423771,.25719422,.22731611
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,max,son,472,.001110048,.63539499,.049100995,.15617216,.1582218,0,.20416968,.12473262,.2929056,.3781921,9.0532618,13.606126,4.4611864,3.6175499,.81966966,.67642081,.82094836,5.6213512,.68134946,1,.70857012,.92458034,.46529755,0,.31007895,.25144121,44.146942,.21150495,.47348031,.31538066,.26594046,.20717394,.23396139,.27772602
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,mom,all,1192,.0063633812,.76329207,.058782656,.071394317,.10016754,.0022408948,.23616903,.13814782,.25480661,.36863562,7.7449555,13.300807,3.6932635,3.5290766,.64447552,.71393555,.9084639,6.2565622,.71743625,.7543928,.70070571,.92439973,.67848676,0,.34504309,.32970393,43.691406,.17800947,.4770948,.29977915,.28364494,.23856643,.22218207,.25047106
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,mom,daughter,656,.0062823473,.76353979,.054482929,.071036838,.10465807,.0041989717,.26209459,.1538626,.21042034,.36942351,7.7971282,13.162437,3.7944524,3.470633,.81831467,.67555529,.8972159,6.1038642,.68816018,.53384686,.66669101,.87539375,.63009584,0,.36976686,.33821085,42.70911,.15322469,.4814035,.29693455,.30322114,.24661961,.22602624,.23444405
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1950,mom,son,536,.0064561199,.76300859,.063703418,.071803436,.095028423,0,.20649888,.12016326,.30560389,.36773396,7.6852469,13.459162,3.5764294,3.5914123,.81966966,.75739193,.92116749,6.4294558,.7509408,1,.73966044,.97236627,.73327583,0,.31896535,.32030159,44.872959,.20690891,.47228786,.30319184,.26077887,.22912039,.21755284,.26881298
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,avg,all,966,.00387583,.49874508,.17035812,.17004436,.15697661,.00070276571,.14848125,.1460657,.25975975,.44499055,9.1573353,14.131901,4.1110721,3.6189098,.63136387,.73486966,.87421852,5.8808317,.74221975,1,.74107867,.78097773,.66442204,0,.41295263,.36351544,38.734852,.12919666,.4575668,.37273839,.31652811,.18153684,.23309201,.25077322
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,avg,daughter,548,.0032915038,.49586242,.14984734,.18150468,.16949403,.001356213,.13875556,.15584597,.23854521,.46549705,9.3614254,14.031251,4.2333055,3.6655192,.73523992,.7381348,.85176229,5.5987778,.75073856,1,.77893651,.69507939,.65746355,0,.44362772,.38412678,38.739632,.11778334,.49158037,.37612286,.30421451,.20187929,.24584419,.24866422
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,avg,son,418,.0045042578,.5018453,.19241692,.15771909,.14351442,0,.15894096,.13554727,.28257546,.42293632,8.9378424,14.240147,3.9683163,3.5689564,.72560114,.73146456,.89848709,6.1749725,.73305798,1,.70084894,.85292107,.67303425,0,.38176447,.34334481,38.729782,.14127831,.43872443,.369169,.32954636,.16000631,.17333911,.25304142
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,dad,all,1080,.013045679,.55034536,.067913331,.17763273,.19106291,.00062981748,.14559709,.15375711,.2685326,.43148339,9.5944271,14.039963,4.8237805,3.5937672,.63136387,.71113175,.79381114,5.7866263,.72437316,1,.76642621,.83870512,.46982786,0,.37382254,.27850172,40.607235,.13901359,.44022605,.34553951,.30635402,.20909287,.24193886,.25044498
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,dad,daughter,603,.010737502,.55381829,.051319249,.17343935,.2106856,.0012345923,.1375798,.1620803,.2448585,.45424682,9.7947416,13.964622,5.000752,3.6876519,.73523992,.71767712,.77093434,5.569025,.74448216,1,.79192162,.73483723,.45804727,0,.41641933,.30707574,40.923771,.13088252,.51295453,.34877139,.29332107,.227025,.23363489,.24978095
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,dad,son,477,.015449434,.54672855,.085194543,.18199976,.1706277,0,.15394635,.14508927,.29318699,.40777737,9.3858175,14.118423,4.6278505,3.4951191,.72560114,.70464456,.81735313,6.0022936,.70343143,1,.7395308,.90386361,.48151922,0,.32619396,.2463534,40.276199,.14744718,.38622665,.34223229,.31999606,.19032447,.24747437,.25113651
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,max,all,966,.00387583,.49874508,.079136394,.16450202,.25374067,.00070276571,.14848125,.1460657,.25975975,.44499055,10.30346,14.131901,5.0081587,3.6189098,.63136387,.70205849,.76156336,5.5883336,.71269566,1,.74107867,.83238935,.51403767,0,.38922274,.28125346,38.734852,.13019684,.44015235,.37108025,.31691754,.18180539,.23054095,.25056815
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,max,daughter,548,.0032915038,.49586242,.057768114,.15496109,.28811684,.001356213,.13875556,.15584597,.23854521,.46549705,10.614287,14.031251,5.2320209,3.6655192,.73523992,.71290255,.72905546,5.3419638,.72968608,1,.77893651,.7204482,.49268839,0,.41510051,.29081666,38.739632,.11973882,.50264734,.37597296,.30292046,.20136775,.22135475,.24834572
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,max,son,418,.0045042578,.5018453,.10211743,.17476304,.21676999,0,.15894096,.13554727,.28257546,.42293632,9.9691744,14.240147,4.7385807,3.5689564,.72560114,.69145834,.79568404,5.8291616,.6944229,1,.70084894,.90049422,.53439665,0,.36450326,.27453288,38.729782,.14123727,.37745926,.36590442,.3317064,.16115192,.24073943,.2529583
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,mom,all,1132,.006686782,.62816924,.10542124,.10207043,.15765229,.00060344243,.14075802,.1534113,.27697068,.42825654,8.7621641,14.009522,4.3497963,3.5573177,.63136387,.78789556,.86902404,6.440454,.77291638,1,.78948748,.88039005,.66867226,0,.32968751,.26962256,41.84972,.15649535,.44589317,.33129343,.29290584,.21930538,.26336262,.25062314
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,mom,daughter,662,.0047218399,.62365705,.10409181,.096371084,.17115821,.0011285965,.12949556,.16394302,.26210466,.44332817,8.8937988,13.92172,4.4562378,3.5570939,.73523992,.79920197,.85612535,6.3117585,.78171408,1,.81105632,.86250621,.64427328,0,.31909069,.25470713,41.966805,.14810112,.45391858,.32648045,.28683707,.23858136,.30956432,.246424
United Kingdom,GBR,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1960,mom,son,470,.008944652,.63335413,.10694885,.10861941,.14213295,0,.15369947,.14130954,.29405293,.41093805,8.6109056,14.110415,4.2234316,3.5583959,.72560114,.77534324,.88369387,6.5833316,.76280713,1,.76508278,.90039098,.69354713,0,.34534597,.29096663,41.718094,.16589896,.4561778,.33649123,.29974744,.19786237,.20468357,.25544828
